Text,Sentiment
The play ended on a sad but hopeful note.,Negative
It's sad how often dreams go unfulfilled.,Negative
A sad expression lingered on her face.,Negative
The sad story brought the audience to tears.,Negative
They visited the memorial with sad hearts.,Negative
A sad feeling washed over him as he left.,Negative
The sad news of his passing came as a shock.,Negative
A sad day in history is always remembered.,Negative
The sad poem was beautifully written.,Negative
Her sad eyes told a story of heartbreak.,Negative
It's sad how quickly the years pass.,Negative
The song had a sad but beautiful melody.,Negative
A sad parting was inevitable.,Negative
He felt sad thinking about the past.,Negative
The abandoned kitten looked so sad.,Negative
She whispered a sad goodbye.,Negative
The sad clouds hung heavy in the sky.,Negative
A sad chapter in their lives finally closed.,Negative
He couldn't shake the sad feeling all day.,Negative
It's sad to see old traditions fading away.,Negative
A sad poem can speak volumes.,Negative
She found solace in the sad but calming music.,Negative
The sad goodbye was etched in her memory.,Negative
It's sad when people don't appreciate life.,Negative
The sad truth about the situation was undeniable.,Negative
His sad gaze lingered on the empty chair.,Negative
The loss left a sad mark on the community.,Negative
A sad reminder of the past hung in the air.,Negative
They walked away with sad but understanding hearts.,Negative
The sad tale of the orphan touched everyone's hearts.,Negative
He looked sad as he waved goodbye.,Negative
A sad realization hit her as she read the letter.,Negative
The sad ending made her cry uncontrollably.,Negative
It's sad to see good people struggling.,Negative
A sad memory returned as she opened the box.,Negative
The sad moments in life make us stronger.,Negative
He played a sad tune on the piano.,Negative
A sad thought crept into her mind.,Negative
The loss of the garden made her sad.,Negative
She wrote a sad song about their love.,Negative
The world seemed a little sadder without him.,Negative
It's sad when dreams are abandoned.,Negative
The sad faces at the hospital told a story.,Negative
"I'm not sad, I'm not mad, I'm just here.",Neutral
"I'm not angry, I'm not down, I'm just around.",Neutral
"I'm not upset, I'm not blue, I'm just me.",Neutral
"I'm not bitter, I'm not hurt, I'm just fine.",Neutral
"I'm not crying, I'm not yelling, I'm just thinking.",Neutral
"I'm not low, I'm not high, I'm just balanced.",Neutral
"I'm not broken, I'm not whole, I'm just figuring it out.",Neutral
"I'm not lost, I'm not found, I'm just wandering.",Neutral
"I'm not tired, I'm not restless, I'm just calm.",Neutral
"I'm not defeated, I'm not triumphant, I'm just present.",Neutral
"I'm not quiet, I'm not loud, I'm just steady.",Neutral
"I'm not fragile, I'm not tough, I'm just me.",Neutral
"I'm not waiting, I'm not rushing, I'm just here.",Neutral
"I'm not dreaming, I'm not awake, I'm just reflecting.",Neutral
"I'm not hiding, I'm not seeking, I'm just observing.",Neutral
"I'm not scared, I'm not brave, I'm just cautious.",Neutral
"I'm not weak, I'm not strong, I'm just standing.",Neutral
"I'm not heavy, I'm not light, I'm just weightless.",Neutral
"I'm not cold, I'm not warm, I'm just neutral.",Neutral
"I'm not shy, I'm not bold, I'm just reserved.",Neutral
"I'm not drifting, I'm not anchored, I'm just floating.",Neutral
"I'm not hurt, I'm not healed, I'm just coping.",Neutral
"I'm not laughing, I'm not crying, I'm just breathing.",Neutral
"I'm not silent, I'm not speaking, I'm just observing.",Neutral
"I'm not scared, I'm not fearless, I'm just cautious.",Neutral
"I'm not fast, I'm not slow, I'm just pacing.",Neutral
"I'm not alone, I'm not crowded, I'm just with myself.",Neutral
"I'm not open, I'm not closed, I'm just waiting.",Neutral
"I'm not weak, I'm not powerful, I'm just enough.",Neutral
"I'm not forgetting, I'm not dwelling, I'm just remembering.",Neutral
"I'm not running, I'm not standing, I'm just walking.",Neutral
"I'm not focused, I'm not distracted, I'm just observing.",Neutral
"I'm not heavy, I'm not light, I'm just balanced.",Neutral
"I'm not broken, I'm not perfect, I'm just whole.",Neutral
"I'm not sad, I'm not happy, I'm just here.",Neutral
"I'm not empty, I'm not full, I'm just content.",Neutral
"I'm not struggling, I'm not excelling, I'm just steady.",Neutral
"I'm not distant, I'm not close, I'm just nearby.",Neutral
"I'm not complex, I'm not simple, I'm just me.",Neutral
"I'm not angry, I'm not joyous, I'm just mellow.",Neutral
"I'm not dark, I'm not light, I'm just shaded.",Neutral
"I'm not running, I'm not stopping, I'm just moving.",Neutral
"I'm not nervous, I'm not relaxed, I'm just alert.",Neutral
"I'm not rising, I'm not falling, I'm just floating.",Neutral
"I'm not worried, I'm not carefree, I'm just aware.",Neutral
"I'm not broken, I'm not fixed, I'm just functioning.",Neutral
"I'm not lost, I'm not found, I'm just exploring.",Neutral
"I'm not questioning, I'm not knowing, I'm just wondering.",Neutral
"I'm not stuck, I'm not free, I'm just here.",Neutral
"I'm not empty, I'm not overflowing, I'm just holding.",Neutral
"I'm not angry, I'm not loving, I'm just neutral.",Neutral
"I'm not striving, I'm not quitting, I'm just persisting.",Neutral
"I'm not hiding, I'm not showing, I'm just here.",Neutral
"I'm not judging, I'm not accepting, I'm just observing.",Neutral
"I'm not climbing, I'm not falling, I'm just steady.",Neutral
"I'm not stressed, I'm not calm, I'm just thoughtful.",Neutral
"I'm not questioning, I'm not answering, I'm just listening.",Neutral
"I'm not tired, I'm not energetic, I'm just awake.",Neutral
"I'm not closing, I'm not opening, I'm just still.",Neutral
"I'm not dreaming, I'm not awake, I'm just existing.",Neutral
"I'm not high, I'm not low, I'm just steady.",Neutral
"I'm not running, I'm not stopping, I'm just pacing.",Neutral
"I'm not angry, I'm not joyful, I'm just neutral.",Neutral
"I'm not silent, I'm not loud, I'm just here.",Neutral
"I'm not dark, I'm not bright, I'm just shaded.",Neutral
"I'm not hiding, I'm not seeking, I'm just being.",Neutral
"I'm not crying, I'm not laughing, I'm just breathing.",Neutral
"I'm not rushing, I'm not delaying, I'm just timing.",Neutral
"I'm not heavy, I'm not light, I'm just holding.",Neutral
"I'm not sharp, I'm not dull, I'm just keen.",Neutral
"I'm not soft, I'm not hard, I'm just balanced.",Neutral
"I'm not bitter, I'm not sweet, I'm just neutral.",Neutral
"I'm not stopping, I'm not going, I'm just pausing.",Neutral
"I'm not far, I'm not near, I'm just here.",Neutral
"I'm not small, I'm not large, I'm just enough.",Neutral
"I'm not here, I'm not there, I'm just in-between.",Neutral
"I'm not fighting, I'm not surrendering, I'm just standing.",Neutral
"I'm not blind, I'm not seeing, I'm just perceiving.",Neutral
"I'm not falling, I'm not climbing, I'm just steady.",Neutral
"I'm not warm, I'm not cold, I'm just balanced.",Neutral
"I'm not nervous, I'm not calm, I'm just present.",Neutral
"I'm not silent, I'm not loud, I'm just neutral.",Neutral
"I'm not dark, I'm not bright, I'm just shaded.",Neutral
"I'm not rising, I'm not falling, I'm just steady.",Neutral
"I'm not tired, I'm not energetic, I'm just here.",Neutral
"I'm not broken, I'm not fixed, I'm just adjusting.",Neutral
"I'm not sad, I'm not glad, I'm just okay.",Neutral
"I'm not lost, I'm not found, I'm just observing.",Neutral
"I'm not running, I'm not stopping, I'm just strolling.",Neutral
"I'm not questioning, I'm not answering, I'm just reflecting.",Neutral
"I'm not here, I'm not there, I'm just being.",Neutral
"I'm not fast, I'm not slow, I'm just moving.",Neutral
"I'm not closed, I'm not open, I'm just balanced.",Neutral
"I'm not stopping, I'm not going, I'm just waiting.",Neutral
"I'm not high, I'm not low, I'm just steady.",Neutral
"I'm not silent, I'm not loud, I'm just listening.",Neutral
"I'm not small, I'm not big, I'm just enough.",Neutral
"I'm not tired, I'm not energized, I'm just fine.",Neutral
"I'm not rushing, I'm not stalling, I'm just pacing.",Neutral
"I'm not broken, I'm not perfect, I'm just me.",Neutral
